"HMM Profile";"Profile Length";"locus_tag";"Gene Length";"E Value";"Profile Start";"Profile End";"Gene Start";"Gene End";"Coverage";"HMM_Profile_simple";"HK"
"GH73.hmm";128;"PROKKA_51917";265;1,1e-34;6;128;74;199;0,953125;"GH73";"PROKKA_51917_1_GH73"
"GH103.hmm";295;"PROKKA_51925";342;8,8e-120;1;294;40;333;0,993220339;"GH103";"PROKKA_51925_1_GH103"
"GH65.hmm";372;"PROKKA_51994";765;6,1e-146;1;371;324;703;0,994623656;"GH65";"PROKKA_51994_1_GH65"
"GH13.hmm";299;"PROKKA_51995";623;1,7e-57;12;296;154;487;0,949832776;"GH13";"PROKKA_51995_1_GH13"
"GH13_38.hmm";375;"PROKKA_51996";600;1,5e-180;1;374;38;433;0,994666667;"GH13";"PROKKA_51996_1_GH13"
"GH73.hmm";128;"PROKKA_52071";259;2e-22;12;126;129;253;0,890625;"GH73";"PROKKA_52071_1_GH73"
"GH3.hmm";216;"PROKKA_52095";971;2,1e-57;4;215;100;326;0,976851852;"GH3";"PROKKA_52095_1_GH3"
"GT4.hmm";160;"PROKKA_52096";380;3,5e-39;6;153;196;340;0,91875;"GT4";"PROKKA_52096_1_GT4"
"CBM6.hmm";138;"PROKKA_52126";515;6,2e-34;16;137;306;427;0,876811594;"CBM6";"PROKKA_52126_1_CBM6"
"GH3.hmm";216;"PROKKA_52145";864;5,7e-69;4;213;72;309;0,967592593;"GH3";"PROKKA_52145_1_GH3"
"AA3_2.hmm";568;"PROKKA_52356";554;7e-159;4;566;4;530;0,98943662;"AA3";"PROKKA_52356_1_AA3"
"PL17.hmm";139;"PROKKA_52375";743;9,4e-53;1;138;401;536;0,985611511;"PL17";"PROKKA_52375_1_PL17"
"CBM47.hmm";128;"PROKKA_52388";1020;4e-31;2;128;680;800;0,984375;"CBM47";"PROKKA_52388_1_CBM47"
"CBM6.hmm";138;"PROKKA_52388";1020;4,2e-32;18;137;814;933;0,862318841;"CBM6";"PROKKA_52388_1_CBM6"
"GT4.hmm";160;"PROKKA_52416";372;1,9e-29;8;160;192;345;0,95;"GT4";"PROKKA_52416_1_GT4"
"GT4.hmm";160;"PROKKA_52418";368;8,2e-18;8;150;186;328;0,8875;"GT4";"PROKKA_52418_1_GT4"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_52451";380;6,2e-24;1;167;42;214;0,976470588;"GT2";"PROKKA_52451_1_GT2"
"PL7_5.hmm";267;"PROKKA_52472";296;5,3e-97;1;266;26;289;0,992509363;"PL7";"PROKKA_52472_1_PL7"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_52488";306;9,8e-25;1;141;6;148;0,823529412;"GT2";"PROKKA_52488_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_52565";261;3e-19;1;154;4;167;0,9;"GT2";"PROKKA_52565_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_52566";253;9,9e-37;1;146;5;145;0,852941176;"GT2";"PROKKA_52566_1_GT2"
"GH42.hmm";371;"PROKKA_52577";630;2,6e-146;1;370;9;390;0,994609164;"GH42";"PROKKA_52577_1_GH42"
"GH36.hmm";688;"PROKKA_52578";690;3,9e-173;3;672;5;639;0,972383721;"GH36";"PROKKA_52578_1_GH36"
"GH92.hmm";491;"PROKKA_52635";976;4,8e-192;6;491;238;722;0,987780041;"GH92";"PROKKA_52635_1_GH92"
"CE4.hmm";130;"PROKKA_52658";366;1,5e-28;3;126;80;218;0,946153846;"CE4";"PROKKA_52658_1_CE4"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_52690";241;3,7e-28;2;168;6;173;0,976470588;"GT2";"PROKKA_52690_1_GT2"
"PL7_5.hmm";267;"PROKKA_52762";563;1,7e-107;1;266;121;382;0,992509363;"PL7";"PROKKA_52762_1_PL7"
"GH3.hmm";216;"PROKKA_52788";973;5,1e-54;8;215;105;327;0,958333333;"GH3";"PROKKA_52788_1_GH3"
"CBM6.hmm";138;"PROKKA_52833";1055;9,8e-29;18;137;846;966;0,862318841;"CBM6";"PROKKA_52833_1_CBM6"
"GH81.hmm";622;"PROKKA_52916";1594;1,6e-119;11;618;57;688;0,975884244;"GH81";"PROKKA_52916_1_GH81"
"CBM6.hmm";138;"PROKKA_52916";1594;1,1e-23;8;137;871;1001;0,934782609;"CBM6";"PROKKA_52916_1_CBM6"
"PL6.hmm";372;"PROKKA_52939";903;2,6e-75;2;352;40;451;0,940860215;"PL6";"PROKKA_52939_1_PL6"
"GH140.hmm";412;"PROKKA_52963";531;5,7e-20;3;396;117;504;0,953883495;"GH140";"PROKKA_52963_1_GH140"
"GH29.hmm";346;"PROKKA_53013";644;2,1e-88;29;344;58;406;0,910404624;"GH29";"PROKKA_53013_1_GH29"
"GH105.hmm";332;"PROKKA_53055";408;1,9e-70;14;331;83;403;0,954819277;"GH105";"PROKKA_53055_1_GH105"
"GT51.hmm";177;"PROKKA_53198";860;8e-66;1;176;59;233;0,988700565;"GT51";"PROKKA_53198_1_GT51"
"GH23.hmm";135;"PROKKA_53385";300;1,5e-21;2;127;92;229;0,925925926;"GH23";"PROKKA_53385_1_GH23"
"GH157.hmm";551;"PROKKA_53401";562;3,3e-303;1;550;9;561;0,996370236;"GH157";"PROKKA_53401_1_GH157"
"CBM32.hmm";124;"PROKKA_53512";490;5,5e-19;5;121;57;174;0,935483871;"CBM32";"PROKKA_53512_1_CBM32"
"GT51.hmm";177;"PROKKA_53594";247;2,6e-54;8;177;69;238;0,95480226;"GT51";"PROKKA_53594_1_GT51"
"GT4.hmm";160;"PROKKA_53657";370;7,1e-22;13;157;200;341;0,9;"GT4";"PROKKA_53657_1_GT4"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_53661";304;8,4e-23;1;169;4;178;0,988235294;"GT2";"PROKKA_53661_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_53722";322;2,5e-34;1;160;7;161;0,935294118;"GT2";"PROKKA_53722_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_53770";242;2,3e-27;2;168;6;173;0,976470588;"GT2";"PROKKA_53770_1_GT2"
"GH109.hmm";126;"PROKKA_53813";324;4e-18;4;121;9;117;0,928571429;"GH109";"PROKKA_53813_1_GH109"
"CE14.hmm";124;"PROKKA_53815";871;4,4e-18;1;114;74;186;0,911290323;"CE14";"PROKKA_53815_1_CE14"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_53891";333;9,2e-20;2;166;5;179;0,964705882;"GT2";"PROKKA_53891_1_GT2"
"GT4.hmm";160;"PROKKA_53934";357;2,6e-20;9;159;181;330;0,9375;"GT4";"PROKKA_53934_1_GT4"
"GT4.hmm";160;"PROKKA_53935";373;5,7e-19;9;157;196;345;0,925;"GT4";"PROKKA_53935_1_GT4"
"GT4.hmm";160;"PROKKA_53937";379;3,1e-35;7;159;191;349;0,95;"GT4";"PROKKA_53937_1_GT4"
"GT4.hmm";160;"PROKKA_53948";413;8,9e-19;4;153;237;378;0,93125;"GT4";"PROKKA_53948_1_GT4"
"GT32.hmm";90;"PROKKA_53949";250;1,1e-21;3;88;20;96;0,944444444;"GT32";"PROKKA_53949_1_GT32"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_53950";350;1,4e-34;1;143;11;175;0,835294118;"GT2";"PROKKA_53950_1_GT2"
"GT11.hmm";276;"PROKKA_53951";275;6,3e-71;14;276;1;274;0,949275362;"GT11";"PROKKA_53951_1_GT11"
"GH113.hmm";306;"PROKKA_54033";334;3,4e-112;1;306;24;328;0,996732026;"GH113";"PROKKA_54033_1_GH113"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_54039";499;2,8e-28;1;227;54;281;0,982608696;"GT2";"PROKKA_54039_1_GT2"
"GH73.hmm";128;"PROKKA_54112";323;2,8e-34;2;124;168;304;0,953125;"GH73";"PROKKA_54112_1_GH73"
"PL14_3.hmm";190;"PROKKA_54132";453;3,6e-49;5;190;82;276;0,973684211;"PL14";"PROKKA_54132_1_PL14"
"GT51.hmm";177;"PROKKA_54191";820;3,4e-57;2;176;84;265;0,983050847;"GT51";"PROKKA_54191_1_GT51"
"GH9.hmm";418;"PROKKA_54244";566;5,2e-106;2;417;118;557;0,992822967;"GH9";"PROKKA_54244_1_GH9"
"GH73.hmm";128;"PROKKA_54267";323;5,9e-37;2;125;36;162;0,9609375;"GH73";"PROKKA_54267_1_GH73"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_54295";286;2,6e-20;1;157;4;151;0,917647059;"GT2";"PROKKA_54295_1_GT2"
"GT4.hmm";160;"PROKKA_54297";361;7,6e-20;12;153;189;332;0,88125;"GT4";"PROKKA_54297_1_GT4"
"GT4.hmm";160;"PROKKA_54299";371;3,4e-37;8;156;195;341;0,925;"GT4";"PROKKA_54299_1_GT4"
"GH29.hmm";346;"PROKKA_54410";507;3,6e-111;14;346;20;389;0,959537572;"GH29";"PROKKA_54410_1_GH29"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_54565";240;2,5e-30;2;168;6;172;0,976470588;"GT2";"PROKKA_54565_1_GT2"
"GH18.hmm";296;"PROKKA_54585";598;1,2e-36;8;295;133;467;0,969594595;"GH18";"PROKKA_54585_1_GH18"
"GH73.hmm";128;"PROKKA_54606";351;5,1e-36;3;125;207;343;0,953125;"GH73";"PROKKA_54606_1_GH73"
"GT4.hmm";160;"PROKKA_54619";425;2,3e-34;12;158;233;385;0,9125;"GT4";"PROKKA_54619_1_GT4"
"GT28.hmm";157;"PROKKA_54657";368;1,4e-45;1;157;197;353;0,993630573;"GT28";"PROKKA_54657_1_GT28"
"CBM6.hmm";138;"PROKKA_54702";846;1,5e-21;3;136;115;250;0,963768116;"CBM6";"PROKKA_54702_1_CBM6"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_54759";240;8,6e-30;2;167;6;171;0,970588235;"GT2";"PROKKA_54759_1_GT2"
"GH17.hmm";311;"PROKKA_54854";421;1,8e-24;54;309;123;375;0,819935691;"GH17";"PROKKA_54854_1_GH17"
"GH30_1.hmm";416;"PROKKA_54855";523;6,2e-167;4;416;80;519;0,990384615;"GH30";"PROKKA_54855_1_GH30"
"GH17.hmm";311;"PROKKA_54857";313;7,7e-26;19;309;59;295;0,932475884;"GH17";"PROKKA_54857_1_GH17"
"GH16.hmm";189;"PROKKA_54860";284;4,5e-55;3;189;48;277;0,984126984;"GH16";"PROKKA_54860_1_GH16"
"GH3.hmm";216;"PROKKA_54901";767;3,3e-65;3;215;108;329;0,981481481;"GH3";"PROKKA_54901_1_GH3"
"CE14.hmm";124;"PROKKA_55075";853;2e-17;1;113;56;167;0,903225806;"CE14";"PROKKA_55075_1_CE14"
"PL7_5.hmm";267;"PROKKA_55108";327;1e-105;1;266;49;317;0,992509363;"PL7";"PROKKA_55108_1_PL7"
"GH5_2.hmm";237;"PROKKA_55124";344;9,3e-97;1;236;58;298;0,991561181;"GH5";"PROKKA_55124_1_GH5"
"CBM13.hmm";188;"PROKKA_55145";816;1,1e-21;9;160;45;194;0,803191489;"CBM13";"PROKKA_55145_1_CBM13"
"GT51.hmm";177;"PROKKA_55285";755;7,9e-61;1;177;63;239;0,994350282;"GT51";"PROKKA_55285_1_GT51"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_55300";316;1,7e-29;1;159;7;159;0,929411765;"GT2";"PROKKA_55300_1_GT2"
"GH5_46.hmm";257;"PROKKA_55357";904;1,6e-99;3;257;83;340;0,988326848;"GH5";"PROKKA_55357_1_GH5"
"CBM6.hmm";138;"PROKKA_55357";904;5,7e-16;3;136;424;569;0,963768116;"CBM6";"PROKKA_55357_1_CBM6"
"GH16.hmm";189;"PROKKA_55359";660;2,1e-25;3;189;44;297;0,984126984;"GH16";"PROKKA_55359_1_GH16"
"CBM16.hmm";116;"PROKKA_55359";660;6,9e-20;1;114;312;430;0,974137931;"CBM16";"PROKKA_55359_1_CBM16"
"GH16.hmm";189;"PROKKA_55362";366;2,8e-30;3;189;68;353;0,984126984;"GH16";"PROKKA_55362_1_GH16"
"GH127.hmm";524;"PROKKA_55364";662;6,1e-183;2;524;31;570;0,996183206;"GH127";"PROKKA_55364_1_GH127"
"PL24.hmm";466;"PROKKA_55452";950;6,2e-233;1;466;38;509;0,997854077;"PL24";"PROKKA_55452_1_PL24"
"CBM67.hmm";176;"PROKKA_55453";942;1,4e-36;1;167;172;356;0,943181818;"CBM67";"PROKKA_55453_1_CBM67"
"GH78.hmm";504;"PROKKA_55453";942;6,1e-162;5;504;388;906;0,990079365;"GH78";"PROKKA_55453_1_GH78"
"PL24.hmm";466;"PROKKA_55461";1129;1,8e-241;1;466;33;501;0,997854077;"PL24";"PROKKA_55461_1_PL24"
"GH5_41.hmm";256;"PROKKA_55588";918;2,1e-108;1;256;97;360;0,99609375;"GH5";"PROKKA_55588_1_GH5"
"GH130.hmm";296;"PROKKA_55590";395;1,3e-86;3;295;56;366;0,986486486;"GH130";"PROKKA_55590_1_GH130"
"PL6_2.hmm";356;"PROKKA_55670";576;4,5e-65;1;337;82;454;0,943820225;"PL6";"PROKKA_55670_1_PL6"
"GT20.hmm";475;"PROKKA_55726";737;1,3e-182;14;474;3;471;0,968421053;"GT20";"PROKKA_55726_1_GT20"
"GH15.hmm";361;"PROKKA_55727";609;1,5e-75;5;360;230;590;0,983379501;"GH15";"PROKKA_55727_1_GH15"
"GT19.hmm";354;"PROKKA_55755";370;6,2e-119;2;352;4;351;0,988700565;"GT19";"PROKKA_55755_1_GT19"
"GT28.hmm";157;"PROKKA_55768";365;3,1e-45;1;155;194;348;0,98089172;"GT28";"PROKKA_55768_1_GT28"
"GH103.hmm";295;"PROKKA_55821";341;2,5e-115;1;295;31;340;0,996610169;"GH103";"PROKKA_55821_1_GH103"
"GH136.hmm";491;"PROKKA_55912";503;8,4e-91;2;414;20;451;0,83910387;"GH136";"PROKKA_55912_1_GH136"
"GH88.hmm";329;"PROKKA_55916";400;5,3e-132;5;328;73;394;0,981762918;"GH88";"PROKKA_55916_1_GH88"
"GH82.hmm";185;"PROKKA_56051";1314;5,9e-44;1;184;856;1051;0,989189189;"GH82";"PROKKA_56051_1_GH82"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_56093";373;5,9e-25;1;168;41;208;0,982352941;"GT2";"PROKKA_56093_1_GT2"
"GT19.hmm";354;"PROKKA_56181";371;2,8e-124;2;352;4;352;0,988700565;"GT19";"PROKKA_56181_1_GT19"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_56223";497;1,7e-26;1;227;54;281;0,982608696;"GT2";"PROKKA_56223_1_GT2"
"GH73.hmm";128;"PROKKA_56227";281;4,5e-36;2;128;75;204;0,984375;"GH73";"PROKKA_56227_1_GH73"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_56257";298;1,5e-17;1;165;3;165;0,964705882;"GT2";"PROKKA_56257_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_56333";314;4,2e-18;2;163;9;166;0,947058824;"GT2";"PROKKA_56333_1_GT2"
"CBM9.hmm";182;"PROKKA_56348";815;3e-20;1;165;38;207;0,901098901;"CBM9";"PROKKA_56348_1_CBM9"
"GT26.hmm";171;"PROKKA_56463";226;2,2e-30;7;164;40;199;0,918128655;"GT26";"PROKKA_56463_1_GT26"
"GH3.hmm";216;"PROKKA_56497";366;2,5e-40;9;215;57;280;0,953703704;"GH3";"PROKKA_56497_1_GH3"
"GT4.hmm";160;"PROKKA_56501";365;3,1e-37;8;160;180;337;0,95;"GT4";"PROKKA_56501_1_GT4"
"GH102.hmm";157;"PROKKA_56575";343;2e-41;1;157;102;236;0,993630573;"GH102";"PROKKA_56575_1_GH102"
"GT4.hmm";160;"PROKKA_56601";377;4e-19;6;148;194;330;0,8875;"GT4";"PROKKA_56601_1_GT4"
"GT4.hmm";160;"PROKKA_56604";393;3,3e-23;8;155;203;357;0,91875;"GT4";"PROKKA_56604_1_GT4"
"CBM32.hmm";124;"PROKKA_56953";779;4,6e-20;10;123;657;771;0,911290323;"CBM32";"PROKKA_56953_1_CBM32"
"GH88.hmm";329;"PROKKA_56999";408;1,8e-127;7;329;77;396;0,978723404;"GH88";"PROKKA_56999_1_GH88"
"GH3.hmm";216;"PROKKA_57000";804;2,6e-66;3;213;140;362;0,972222222;"GH3";"PROKKA_57000_1_GH3"
"GH3.hmm";216;"PROKKA_57043";339;9,2e-49;10;215;56;278;0,949074074;"GH3";"PROKKA_57043_1_GH3"
"GH23.hmm";135;"PROKKA_57067";312;4,9e-24;5;124;106;237;0,881481481;"GH23";"PROKKA_57067_1_GH23"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_57130";250;7,2e-20;1;151;5;143;0,882352941;"GT2";"PROKKA_57130_1_GT2"
"GH92.hmm";491;"PROKKA_57166";980;9e-140;16;486;226;717;0,957230143;"GH92";"PROKKA_57166_1_GH92"
"GH20.hmm";337;"PROKKA_57168";726;2,5e-114;9;336;128;454;0,970326409;"GH20";"PROKKA_57168_1_GH20"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_57258";376;3,8e-23;1;155;41;197;0,905882353;"GT2";"PROKKA_57258_1_GT2"
"GH9.hmm";418;"PROKKA_57305";952;2,5e-105;2;417;116;571;0,992822967;"GH9";"PROKKA_57305_1_GH9"
"CBM6.hmm";138;"PROKKA_57305";952;2,5e-33;17;137;741;861;0,869565217;"CBM6";"PROKKA_57305_1_CBM6"
"CBM6.hmm";138;"PROKKA_57306";954;4,5e-34;18;137;744;863;0,862318841;"CBM6";"PROKKA_57306_1_CBM6"
"CBM6.hmm";138;"PROKKA_57307";511;7,4e-35;18;137;302;421;0,862318841;"CBM6";"PROKKA_57307_1_CBM6"
"GH20.hmm";337;"PROKKA_57342";692;3,7e-110;8;336;155;477;0,973293769;"GH20";"PROKKA_57342_1_GH20"
"GH23.hmm";135;"PROKKA_57376";426;5,7e-26;2;124;130;268;0,903703704;"GH23";"PROKKA_57376_1_GH23"
"GT19.hmm";354;"PROKKA_57482";371;1,1e-122;2;352;4;352;0,988700565;"GT19";"PROKKA_57482_1_GT19"
"PL7_5.hmm";267;"PROKKA_57552";406;3,6e-101;1;267;137;399;0,996254682;"PL7";"PROKKA_57552_1_PL7"
"GH3.hmm";216;"PROKKA_57565";975;1,8e-56;5;215;101;326;0,972222222;"GH3";"PROKKA_57565_1_GH3"
"GT4.hmm";160;"PROKKA_57575";395;7,1e-18;6;160;209;368;0,9625;"GT4";"PROKKA_57575_1_GT4"
"CBM38.hmm";129;"PROKKA_57602";692;8,2e-33;7;128;310;429;0,937984496;"CBM38";"PROKKA_57602_1_CBM38"
"CBM38.hmm";129;"PROKKA_57605";699;1,9e-34;4;128;317;439;0,96124031;"CBM38";"PROKKA_57605_1_CBM38"
"CE6.hmm";99;"PROKKA_57682";498;2,8e-18;1;96;247;342;0,95959596;"CE6";"PROKKA_57682_1_CE6"
"GT51.hmm";177;"PROKKA_57740";886;6e-66;1;176;55;230;0,988700565;"GT51";"PROKKA_57740_1_GT51"
"GT51.hmm";177;"PROKKA_57786";863;2,1e-62;2;176;55;228;0,983050847;"GT51";"PROKKA_57786_1_GT51"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_58030";358;1e-17;27;168;8;160;0,829411765;"GT2";"PROKKA_58030_1_GT2"
"GH16.hmm";189;"PROKKA_58072";685;1,2e-48;2;189;206;445;0,989417989;"GH16";"PROKKA_58072_1_GH16"
"GH23.hmm";135;"PROKKA_58096";310;1,9e-20;5;128;105;240;0,911111111;"GH23";"PROKKA_58096_1_GH23"
"CE14.hmm";124;"PROKKA_58101";239;1,9e-21;1;124;6;111;0,991935484;"CE14";"PROKKA_58101_1_CE14"
"GT30.hmm";177;"PROKKA_58134";398;2,4e-32;11;175;39;199;0,926553672;"GT30";"PROKKA_58134_1_GT30"
"GH16.hmm";189;"PROKKA_58150";354;2,6e-49;2;189;26;266;0,989417989;"GH16";"PROKKA_58150_1_GH16"
"GH149.hmm";1128;"PROKKA_58154";1150;0;2;1128;23;1147;0,99822695;"GH149";"PROKKA_58154_1_GH149"
"GH17.hmm";311;"PROKKA_58155";420;9,2e-27;13;309;63;378;0,951768489;"GH17";"PROKKA_58155_1_GH17"
"GH158.hmm";132;"PROKKA_58156";330;2,9e-17;17;132;59;170;0,871212121;"GH158";"PROKKA_58156_1_GH158"
"GH30_1.hmm";416;"PROKKA_58157";495;4e-163;2;416;49;490;0,995192308;"GH30";"PROKKA_58157_1_GH30"
"GH17.hmm";311;"PROKKA_58159";295;3e-23;27;307;70;294;0,900321543;"GH17";"PROKKA_58159_1_GH17"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_58172";241;2,9e-24;1;169;3;161;0,988235294;"GT2";"PROKKA_58172_1_GT2"
"GT83.hmm";540;"PROKKA_58183";528;2,6e-44;9;486;7;467;0,883333333;"GT83";"PROKKA_58183_1_GT83"
"GT4.hmm";160;"PROKKA_58205";375;1,3e-26;10;156;201;344;0,9125;"GT4";"PROKKA_58205_1_GT4"
"CE11.hmm";271;"PROKKA_58371";464;1,3e-90;1;270;5;299;0,992619926;"CE11";"PROKKA_58371_1_CE11"
"GH3.hmm";216;"PROKKA_58395";836;3,1e-63;7;215;136;357;0,962962963;"GH3";"PROKKA_58395_1_GH3"
"PL6.hmm";372;"PROKKA_58688";768;7,8e-135;3;371;26;409;0,989247312;"PL6";"PROKKA_58688_1_PL6"
"GH23.hmm";135;"PROKKA_58742";647;2,7e-28;10;126;492;624;0,859259259;"GH23";"PROKKA_58742_1_GH23"
"PL6.hmm";372;"PROKKA_58747";765;1,3e-148;2;370;39;409;0,989247312;"PL6";"PROKKA_58747_1_PL6"
"GT4.hmm";160;"PROKKA_58816";1532;4,5e-20;7;159;381;534;0,95;"GT4";"PROKKA_58816_1_GT4"
"GT51.hmm";177;"PROKKA_58837";783;1,5e-56;1;177;68;246;0,994350282;"GT51";"PROKKA_58837_1_GT51"
"CE10.hmm";341;"PROKKA_58881";347;1,3e-43;62;337;65;341;0,806451613;"CE10";"PROKKA_58881_1_CE10"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_58903";365;1e-23;1;169;4;180;0,988235294;"GT2";"PROKKA_58903_1_GT2"
"GH29.hmm";346;"PROKKA_59087";617;2,6e-93;32;346;160;506;0,907514451;"GH29";"PROKKA_59087_1_GH29"
"GH29.hmm";346;"PROKKA_59093";510;6,7e-75;7;346;12;400;0,979768786;"GH29";"PROKKA_59093_1_GH29"
"CBM32.hmm";124;"PROKKA_59111";1057;3,3e-20;9;122;31;145;0,911290323;"CBM32";"PROKKA_59111_1_CBM32"
"PL18.hmm";188;"PROKKA_59111";1057;1,6e-70;4;187;356;541;0,973404255;"PL18";"PROKKA_59111_1_PL18"
"PL6_2.hmm";356;"PROKKA_59111";1057;5,9e-90;2;356;634;1013;0,994382022;"PL6";"PROKKA_59111_1_PL6"
"CBM32.hmm";124;"PROKKA_59112";808;2,7e-18;9;122;32;146;0,911290323;"CBM32";"PROKKA_59112_1_CBM32"
"CBM6.hmm";138;"PROKKA_59112";808;1,9e-26;12;137;172;297;0,905797101;"CBM6";"PROKKA_59112_1_CBM6"
"PL6_2.hmm";356;"PROKKA_59112";808;2,4e-88;7;356;392;770;0,980337079;"PL6";"PROKKA_59112_1_PL6"
"CE11.hmm";271;"PROKKA_59128";464;1,3e-74;1;222;5;227;0,815498155;"CE11";"PROKKA_59128_1_CE11"
"GT19.hmm";354;"PROKKA_59319";382;1,6e-136;1;353;7;362;0,994350282;"GT19";"PROKKA_59319_1_GT19"
"GT51.hmm";177;"PROKKA_59365";835;2,4e-64;2;176;27;200;0,983050847;"GT51";"PROKKA_59365_1_GT51"
"GT4.hmm";160;"PROKKA_59393";387;1,2e-34;6;156;208;357;0,9375;"GT4";"PROKKA_59393_1_GT4"
"GT26.hmm";171;"PROKKA_59397";239;2,8e-32;2;166;51;218;0,959064327;"GT26";"PROKKA_59397_1_GT26"
"CE11.hmm";271;"PROKKA_59648";463;8,4e-85;1;270;4;298;0,992619926;"CE11";"PROKKA_59648_1_CE11"
"GH103.hmm";295;"PROKKA_59714";349;8,8e-116;1;295;35;343;0,996610169;"GH103";"PROKKA_59714_1_GH103"
"GH16.hmm";189;"PROKKA_59743";343;7,5e-51;2;189;101;339;0,989417989;"GH16";"PROKKA_59743_1_GH16"
"GH16.hmm";189;"PROKKA_59744";362;1,4e-44;2;189;114;354;0,989417989;"GH16";"PROKKA_59744_1_GH16"
"GH30_1.hmm";416;"PROKKA_59746";491;8,1e-179;3;416;69;487;0,992788462;"GH30";"PROKKA_59746_1_GH30"
"GT4.hmm";160;"PROKKA_59908";338;1,4e-26;12;153;166;307;0,88125;"GT4";"PROKKA_59908_1_GT4"
"GT4.hmm";160;"PROKKA_59910";359;1e-26;6;157;175;327;0,94375;"GT4";"PROKKA_59910_1_GT4"
"GT4.hmm";160;"PROKKA_59911";371;5,9e-24;12;154;199;340;0,8875;"GT4";"PROKKA_59911_1_GT4"
"AA10.hmm";178;"PROKKA_59920";814;4,6e-43;1;178;35;217;0,994382022;"AA10";"PROKKA_59920_1_AA10"
"CBM47.hmm";128;"PROKKA_59925";433;6,7e-32;2;128;307;427;0,984375;"CBM47";"PROKKA_59925_1_CBM47"
"PL7_5.hmm";267;"PROKKA_60042";360;1,3e-102;1;266;40;350;0,992509363;"PL7";"PROKKA_60042_1_PL7"
"GT28.hmm";157;"PROKKA_60062";364;4,3e-48;1;157;194;350;0,993630573;"GT28";"PROKKA_60062_1_GT28"
"CBM32.hmm";124;"PROKKA_60068";588;1,2e-18;5;122;62;180;0,943548387;"CBM32";"PROKKA_60068_1_CBM32"
"CBM6.hmm";138;"PROKKA_60068";588;3e-24;18;137;206;319;0,862318841;"CBM6";"PROKKA_60068_1_CBM6"
"PL7.hmm";231;"PROKKA_60068";588;2,2e-32;6;215;342;552;0,904761905;"PL7";"PROKKA_60068_1_PL7"
"CBM32.hmm";124;"PROKKA_60071";448;4,6e-20;5;122;62;180;0,943548387;"CBM32";"PROKKA_60071_1_CBM32"
"PL7_3.hmm";214;"PROKKA_60071";448;3,6e-41;3;213;212;444;0,981308411;"PL7";"PROKKA_60071_1_PL7"
"GH8.hmm";320;"PROKKA_60082";831;9,6e-76;3;319;48;369;0,9875;"GH8";"PROKKA_60082_1_GH8"
"CBM6.hmm";138;"PROKKA_60082";831;1,3e-29;18;137;622;738;0,862318841;"CBM6";"PROKKA_60082_1_CBM6"
"GH23.hmm";135;"PROKKA_60101";307;3,4e-22;2;123;99;232;0,896296296;"GH23";"PROKKA_60101_1_GH23"
"GH29.hmm";346;"PROKKA_60106";488;1,5e-95;28;346;25;373;0,919075145;"GH29";"PROKKA_60106_1_GH29"
"GH107.hmm";329;"PROKKA_60109";824;2e-74;1;329;41;407;0,996960486;"GH107";"PROKKA_60109_1_GH107"
"GH107.hmm";329;"PROKKA_60110";810;2,2e-88;2;329;33;380;0,993920973;"GH107";"PROKKA_60110_1_GH107"
"GH29.hmm";346;"PROKKA_60115";605;1,6e-85;36;346;53;371;0,895953757;"GH29";"PROKKA_60115_1_GH29"
"GH95.hmm";722;"PROKKA_60116";702;4,1e-258;44;719;1;688;0,934903047;"GH95";"PROKKA_60116_1_GH95"
"GT30.hmm";177;"PROKKA_60131";430;1,5e-68;1;176;34;213;0,988700565;"GT30";"PROKKA_60131_1_GT30"
"CBM4.hmm";126;"PROKKA_60175";182;1,2e-16;2;121;21;155;0,944444444;"CBM4";"PROKKA_60175_1_CBM4"
"GT4.hmm";160;"PROKKA_60221";367;1,9e-39;6;159;188;339;0,95625;"GT4";"PROKKA_60221_1_GT4"
"GT4.hmm";160;"PROKKA_60225";388;8,3e-32;5;159;206;357;0,9625;"GT4";"PROKKA_60225_1_GT4"
